node_id	sequence_md5	identifier	identifier_all	accession	accession_all	enzyme_name	enzyme_name_all	organism	pazy_id	pazy_id_all	sequence_length	n_source_rows	v1_component	cath
m0330	b3098fdcf4be1ef53a8636f87b4e409c	367	367	MGYP000221121644	MGYP000221121644	DP081	DP081	Marine metagenome	400	400	425	1		
m0331	b316862d7118e4358cbe8bf6be6de118	161	161	ESK97883.1	ESK97883.1	MRCUT1	MRCUT1	Moniliophthora roreri	183	183	203	1	2	3.40.50.1820
m0332	b3403aecb7ec20ee0e5b0e79cac01b17	380	380	WP_158852571.1	WP_158852571.1	ESM035	ESM035	Saccharothrix deserti	413	413	398	1		
m0333	b413b66095d2f7ce85f02f9748d49cb5	263	263	OKK16161.1	OKK16161.1	1537	1537	Streptomyces sp. CB00455	296	296	425	1		
m0334	b48a5e7e77b3b427ca89ac65da361050	50	50	BAE95769.2;Q1EPR5.2	BAE95769.2;Q1EPR5.2	NylCA	NylCA	Agromyces sp. KY5R	62	62	355	1	9	3.60.70.12
m0335	b4e16b9dec1e241cf86cedf832d14404	386	386	WP_173061649.1	WP_173061649.1	ESM058	ESM058	Phytohabitans houttuyneae	419	419	447	1		
m0336	b58a47b76cafd61a000f8498a34fd166	443	443	GIU85371.1	GIU85371.1	TEP189	TEP189	Acidimicrobiales bacterium	478	478	242	1		
m0337	b60f5228c9d11de0576f0da3088e22d6	343	343	XP_005707592.1	XP_005707592.1	Nyl83	Nyl83	Galdieria sulphuraria	376	376	361	1		
m0338	b6f1885d482dc52936e39d224a8c33d1	242	242	WP_084434874.1	WP_084434874.1	1663	1663	Kibdelosporangium aridum	275	275	289	1		
m0339	b6f8363af9f6b89b71da887bdc4c3060	146	146	WP_012433325.1;ACD16728.1	WP_012433325.1;ACD16728.1	Amidase	Amidase	Paraburkholderia phytofirmans	164	164	316	1	19	TBDZ
m0340	b7a63a9cee46bcf4fbdf5b30b67b812f	341	341	A0A7X7N2B0	A0A7X7N2B0	Nyl74	Nyl74	Coriobacteriaceae bacterium	374	374	364	1		
m0341	b80b1227f73f4dd4ff1fd9546d415275	235	235	MBE65357.1	MBE65357.1	APET-29	APET-29	Gammaproteobacteria bacterium	268	268	305	1		
m0342	b8d2efe3a6d76dcf58f691a374d528ed	31	31	ADH43200.1	ADH43200.1	BsEstB	BsEstB	Bacillus subtilis	36	36	489	1	23	3.40.50.1820
m0343	b9431762171b80707139661059a4d5f3	186	186	SIP63154.1	SIP63154.1	CE_Ubrb	CE_Ubrb		216	216	295	1	23	3.40.50.1820
m0344	b96e3838fee9bee7a9d7d7d57eda9386	9	9	WP_088276085.1	WP_088276085.1	PE-H	PE-H	Halopseudomonas aestusnigri	9	9	304	1	1	3.40.50.1820
m0345	bb60668c33aefeacbb320f1a972407e4	11	11	ABP86951	ABP86951	PmC	PmC	Ectopseudomonas mendocina	10	10	280	1		
m0346	bc7a038f9383a1c9351ad53e8f89a243	207	207	MEC8523093;MEC8523093.1	MEC8523093;MEC8523093.1	dsPETase06	dsPETase06	Pseudomonadota bacterium	238	238	292	1	1	3.40.50.1820
m0347	bd809f78218b2481c1bf1b3a46c74053	267	267	WP_065917710.1	WP_065917710.1	1169	1169	Lentzea guizhouensis	300	300	276	1		
m0348	bd90b02ae5726ceb4ec9f4431ba2ac16	284	284	WP_084400763.1	WP_084400763.1	1506	1506	Lentzea albidocapillata	317	317	436	1		
m0349	bdd9d6d45144ac9284029bc832a33641	435	435	WP_307855560.1	WP_307855560.1	TEP109	TEP109	Kibdelosporangium banguiense	469	469	307	1		
m0350	bdf8d7a37e7c86332298115201631ed5	396	396	WP_265247586.1	WP_265247586.1	ESM081	ESM081	Micromonospora sp. CPCC 205371	429	429	402	1		
m0351	be7dd8f21d1b03631b329ecc8c66318e	68	68	AGT96414.1	AGT96414.1	MGS0105	MGS0105	Marine metagenome	84	84	390	1	8	3.40.710.10
m0352	be8748feeb335dbb23ea57c0ca66828f	26	26	WP_012851645.1;ACY96861.1	WP_012851645.1;ACY96861.1	Tcur_1278	Tcur_1278	Thermomonospora curvata	30	30	289	1	1	3.40.50.1820
m0353	bfc457646ef92b3c1ed060f134602fba	73	73	BAF57211.1	BAF57211.1	PlaM5 depolymerase	PlaM5 depolymerase	Metagenome	89	89	419	1	25	3.40.50.1820
m0354	c0173ba184ddb729e7ef9122ecff0145	194	194	RGD93181.1	RGD93181.1	HG-3	HG-3	Clostridiales bacterium AM23-16LB	224	224	270	1	1	3.40.50.1820
m0355	c02edb9924a7f5bcd356a4cb811dd674	42	42	AAF01331.1	AAF01331.1	LipasePueB	LipasePueB	Pseudomonas chlororaphis	48	48	567	1	4	3.40.50.1820
m0356	c05531f7c89f4efafc1f2537c89ad129	144	144	ARF18137.1	ARF18137.1	Amidase	Amidase	Sporosarcina ureae	161	161	472	1	10	3.90.1300.10
m0357	c07da837b710b266f98b045916b5543a	56	56	ABY53108.1	ABY53108.1	PLAase II	PLAase II	Amycolatopsis orientalis	69	69	241	1	11	2.40.10.10
m0358	c08f82b42046b09e9b8187331726a4f0	475	475	UFE15764.1	UFE15764.1	lcp3	lcp3				399	1		
m0359	c0d2eecc958484c772145471290f41e4	370	370	WP_129786244.1	WP_129786244.1	DP089	DP089	Promicromonospora panici	403	403	287	1		
m0360	c119a9b5c297563dbef710cd0dfbaa94	63	63	P00780.2	P00780.2	Subtilisin; subC	Subtilisin; subC	Lederbergia (Bacillus) licheniformis	79	79	379	1	21	3.40.50.1820
m0361	c14a617c964156f1d3d4b9dedd1535b4	133	133	KPI31299.1	KPI31299.1	607-Nsp	607-Nsp	Actinobacteria bacterium OV320	150	150	306	1		
m0362	c1a1ed20efb294068bc8e1483c391d0c	229	229	MSQ87502.1	MSQ87502.1	APET-23	APET-23	Alphaproteobacteria bacterium	262	262	326	1		
m0363	c21fdb598a3887e2e8a5af55068ffec4	191	191	BAI44731;BAI44731.1	BAI44731;BAI44731.1	OoH	OoH	Rhodococcus sp. Oct1	221	221	479	1	10	3.90.1300.10
m0364	c2610dc7556aacd9a00bede53a3a5ef9	67	67	AHG30919.1	AHG30919.1	MGS0010	MGS0010	Marine metagenome	83	83	414	1	41	3.40.710.10
m0365	c2dc98ad498bf96179a52733ac69516e	62	62	P29599;P29599.1	P29599;P29599.1	Subtilisin BL	Subtilisin BL	Lederbergia lenta	77	77	269	1	21	3.40.50.1820
m0366	c38a15e286e531b02f655ce186f4c301	251	251	WP_099848711.1	WP_099848711.1	1525	1525	Verrucosispora sp. CNZ293	284	284	444	1		
m0367	c3b10fec34299e75939e57d3458275fe	162	162	ADV66860.1	ADV66860.1	PET1	PET1	Deinococcus maricopensis	184	184	315	1	1	3.40.50.1820
m0368	c481f69d5a5519d8ed15b1c1254b764d	64	64	CAB56500	CAB56500	Subtilisin SubC	Subtilisin SubC	Bacillus licheniformis	79	79	379	1		
m0369	c4c87c36c70a8f1b15d4f8d38155f609	7	7	ADK73612.1	ADK73612.1	PpCutA	PpCutA	Ectopseudomonas oleovorans	7	7	302	1	1	3.40.50.1820
m0370	c51ea9e72ca4f046ba7b615cdd6e1bc0	197	197	jmPE13	jmPE13	jmPE13	jmPE13		227	227	273	1	1	3.40.50.1820
m0371	c5c958d03feed023c70aead575ffd575	37	37	CAA83122.1;P41365	CAA83122.1;P41365	CalB	CalB	Moesziomyces antarcticus	42	42	342	1	7	3.40.50.1820
m0372	c5df14884c3311c4b6216b9fc6bf19bd	241	241	WP_110567505.1	WP_110567505.1	1603	1603	Micromonospora arborensis	274	274	465	1		
m0373	c627badfbdd42acfa7664595a681b789	30	30	BAK48590.1	BAK48590.1	Est119	Est119	Thermobifida alba	35	35	300	1	1	3.40.50.1820
m0374	c7b8c2c370eec0414f50a51a98586820	336	336	A0A7C7DKE8	A0A7C7DKE8	Nyl66	Nyl66	Candidatus Fermentithermobacillaceae bacterium	369	369	342	1		
m0375	c87e1883782cb8f461fcd4586e8cd500	441	441	WP_253762837.1	WP_253762837.1	TEP178	TEP178	Hamadaea flava	476	476	287	1		
m0376	c941981ddefbf835b8fb921890d009e0	376	376	WP_210157342.1	WP_210157342.1	ESM021	ESM021	Microbispora oryzae	409	409	452	1		
m0377	c96dbeb66cbc47f7911296f991cdfb8d	90	90	WP_011617846.1;Q0JYJ1	WP_011617846.1;Q0JYJ1	PhaZ Sa	PhaZ Sa	Cupriavidus necator	106	106	365	1	31	3.40.50.1820
m0378	c9ffb681928784046345a8ec3ee7f48b	401	401	WP_271190254.1	WP_271190254.1	ESM097	ESM097	Dactylosporangium matsuzakiense	435	435	417	1		
m0379	ca075b0d53cbfb1de3c6d2a744a2276c	327	327	RYL92504.1	RYL92504.1	Nyl45	Nyl45	Sporolactobacillus sp. THM7-4	360	360	325	1		
m0380	cae1f0e206dd5d377dbfb013f72cd60c	20	20	CAH17554.1	CAH17554.1	BTA-2	BTA-2	Thermobifida fusca	20	20	301	1	1	3.40.50.1820
m0381	cb8aae798de32e627b62936dbc407aaf	259	259	WP_013736455.1	WP_013736455.1	1546	1546	Micromonospora sp. (multispecies)	292	292	448	1		
m0382	cb8ee61f26429b3ce6a175e6f02222ef	45	45	WP_011061489.1;AAY92474.2	WP_011061489.1;AAY92474.2	PueB	PueB	Pseudomonas protegens	51	51	561	1	4	3.40.50.1820
m0383	cbddcdc003933ffe8ee63f00b7c12abf	412	412	WP_203906211.1	WP_203906211.1	ESM159	ESM159	Rhizocola hellebori	446	446	301	1		
m0384	cbe6e6c036ad8643698609d6a197ff5d	58	58	BAC67195.1	BAC67195.1	PLaA	PLaA	Paenibacillus amylolyticus	71	71	201	1	26	3.40.50.1820
m0385	ccec191e60e12d1782682af2211d9640	187	187	WP_185053500;WP_185053500.1	WP_185053500;WP_185053500.1	TtA	TtA	Thermocatellispora tengchongensis	217	217	471	1	10	3.90.1300.10
m0386	cd3efa9108622a39c229634066ce0292	79	79	BAC67242.1	BAC67242.1	Cutinase	Cutinase	Cryptococcus sp. S-2	95	95	239	1	2	3.40.50.1820
m0387	cefc6b105a243397b6a039e186c6c27b	287	287	WP_141569747.1	WP_141569747.1	1478	1478	Streptomyces ipomoeae	320	320	331	1		
m0388	cf88b3e711edffd341ba052fb3365c25	23	23	CBY05530;CBY05530.1	CBY05530;CBY05530.1	TfCut_2	TfCut_2	Thermobifida fusca	25	25	261	1	1	3.40.50.1820
m0389	d03a36b0671215d716f1df2ade24268f	193	193	WP_118011433.1	WP_118011433.1	HG-2	HG-2	Holdemanella biformis	223	223	259	1	1	3.40.50.1820
m0390	d09446e7bab13e062244cd0babc73a84	245	245	WP_073887759.1	WP_073887759.1	1465	1465	Saccharothrix sp. CB00851	278	278	415	1		
m0391	d0cd1d061b574c3e97321300be9b3c6e	295	295	WP_120326365.1	WP_120326365.1	486	486	Micromonospora globbae	328	328	300	1		
m0392	d1aa8fa7800d986fee5acab07614bd0d	171	171	WAU86704;WAU86704.1	WAU86704;WAU86704.1	PET40	PET40	Amycolatopsis bacterium	196	196	263	1	1	3.40.50.1820
m0393	d2d63d5f8721e814ea2a657ecc8fe703	248	248	WP_082377728.1	WP_082377728.1	1534	1534	Micromonospora sp. NRRL B-16802	281	281	469	1		
m0394	d357a79e14b6376e4d3557864252bfe8	470	470	AET05798.1;Q47RJ7.1;AAZ54920.1;AET05798.1;Q47RJ7.1	AET05798.1;Q47RJ7.1;AAZ54920.1;AET05798.1;Q47RJ7.1	Cut1;Tfu_0882	Cut1;Tfu_0882	Thermobifida fusca	26;23	26;23	319	1	1	3.40.50.1820
m0395	d39f4e4eb5bc5b5de87a6807337446ec	99	99	BAG32152.1	BAG32152.1	PHB depolymerase	PHB depolymerase	Talaromyces funiculosus	115	115	339	1	27	3.40.50.1820
m0396	d3daf5d62100e8ce832f8dde87008494	384	384	GIU85367.1	GIU85367.1	ESM050	ESM050	Acidimicrobiales bacterium	417	417	276	1		
m0397	d4376d2f4006abaa992a58c321df357d	256	256	WP_125191182.1	WP_125191182.1	1477	1477	Streptomyces sp. RP5T	289	289	315	1		
m0398	d45af0ae492f2a5ff717aac22e783527	444	444	WP_250563816.1	WP_250563816.1	TEP194	TEP194	Sphaerisporangium fuscum	479	479	277	1		
m0399	d46d1c755303a13d2a19d9393a49d2f7	38	38	AAA33335.1	AAA33335.1	FsC	FsC	Fusarium solani	43	43	230	1	2	3.40.50.1820
m0400	d5a5677d777e4a427d908bb7cedd98df	421	421			TEP024	TEP024	Streptomyces sp. A012304	455	455	455	1		
m0401	d5d535a4628f661aac624e4bf67a6739	239	239	WP_124822775.1	WP_124822775.1	1611	1611	Micromonospora ureilytica	272	272	465	1		
m0402	d5df0a16c2eaa48e8fab4f9997684475	404	404	WP_269740835.1	WP_269740835.1	ESM128	ESM128	Verrucosispora sp. WMMA2121	438	438	299	1		
m0403	d67ede223c06bbb9c7903735558b4123	66	66	AGT96415.1	AGT96415.1	MGS0109	MGS0109	Marine metagenome	82	82	314	1	1	3.40.50.1820
m0404	d6bebd05cc2bbecb20e2248f69ec70d0	118	118			204	204		135	135	250	1		
m0405	d78ca54fff3eddbc5a27aec8c337f94f	169	169	WP_058088494.1	WP_058088494.1	ApLip-Ec	ApLip-Ec		194	194	279	1	1	3.40.50.1820
m0406	d79cf5b4d590dd725f813e9a110c9f14	405	405	MCF0091346.1	MCF0091346.1	ESM130	ESM130	Micromonospora sp. MH99	439	439	469	1		
m0407	d887c31f2cd02dc21c2c52c61d02bd31	302	302	WP_103564314.1	WP_103564314.1	1340	1340	Actinomadura rubteroloni	335	335	298	1		
m0408	d8bf4c4b8965f1f5509d077b1db637c5	76	76	BAF57214.1	BAF57214.1	PlaM9	PlaM9	PLA disk compost metagenome	92	92	338	1	40	3.40.50.1820
m0409	d8c880a8e19c3f44b32d639747b57222	261	261	WP_139584963.1	WP_139584963.1	1642	1642	Micromonospora orduensis	294	294	465	1		
m0410	d91b645ebea282e1c771123a7abe685f	53	53	WP_011209364.1	WP_011209364.1	Arylacylamidase	Arylacylamidase	Nocardia farcinica	65	65	479	1	10	3.90.1300.10
m0411	da74b7409b4c0618cc66c7787e557585	41	41	AAD22743.1	AAD22743.1	LipasePueA	LipasePueA	Pseudomonas chlororaphis	47	47	617	1	4	3.40.50.1820
m0412	dab2da810add966a777bb8c243da293b	172	172	Q99174;Q99174.1	Q99174;Q99174.1	FSC	FSC	Fusarium solani	199	199	230	1	2	3.40.50.1820
m0413	dbb69c16a79774a1a51b4b80a8f1bd63	278	278	WP_083302694.1	WP_083302694.1	1594	1594	Micromonospora carbonacea	311	311	463	1		
m0414	dcdd75a330b1680da8c69fade4d72aab	285	285	WP_132183354.1	WP_132183354.1	1493	1493	Micromonospora sp. KC606	318	318	454	1		
m0415	dd4887803543f9fc859e835391eb4af2	474	474	WP_107095481.1	WP_107095481.1	Enzyme 607	Enzyme 607	Actinobacteria bacterium OV320			271	1		
m0416	dd7528addd91f972769d7e42c16b53cd	176	176	AAA33742.1	AAA33742.1	MnP	MnP		205	205	378	1		
m0417	de5188fe17cc9552eecfc6b69179e19d	478	478	ALS54749.1	ALS54749.1	Chath_Est1	Chath_Est1	Clostridium hathewayi DSM-13479			520	1	23	3.40.50.1820
m0418	de58930843f53b731bc34d03f729488d	173	173	WP_090538641;WP_090538641.1	WP_090538641;WP_090538641.1	Hfor_PE-H	Hfor_PE-H	Halopseudomonas formosensis	200	200	304	1	1	3.40.50.1820
m0419	de7fd3cae353ad8fabd922f83140376c	71	71	AKJ87216;AKJ87216.1	AKJ87216;AKJ87216.1	GEN0105	GEN0105	Environmental metagenome	87	87	322	1	23	3.40.50.1820
m0420	dea4da8f4f93db0b2277eac7ec3e5196	311	311	WP_073391230.1	WP_073391230.1	Nyl10	Nyl10	Jatrophihabitans endophyticus	344	344	285	1		
m0421	df38ea060b5dad0dfc9a593e4dce333c	1	1	WP_054022242.1	WP_054022242.1	ISPETase	ISPETase	Piscinibacter sakaiensis	1	1	290	1	1	3.40.50.1820
m0422	e0b91bc8063c1c7e94e918fcfd8cf2bc	39	39	A0A075B5G4;4OYY	A0A075B5G4;4OYY	HiC	HiC	Mycothermus thermophilus	44	44	194	1	2	3.40.50.1820
m0423	e0db2a4f62c16fd0850cb05f28dbe103	2	2	CCK74972.1;MBQ0729274.1	CCK74972.1;MBQ0729274.1	PET5	PET5	Oleispira antarctica	2	2	310	1	1	3.40.50.1820
m0424	e125fba23d29946317aa25973b8c03cb	135	135	WP_104613137.1	WP_104613137.1	701	701	Thermobifida fusca	152	152	301	1	1	3.40.50.1820
m0425	e1a1ea6ee428462b281b661258d4bb19	233	233	WP_104739856.1	WP_104739856.1	APET-27	APET-27	Halopseudomonas oceani	266	266	288	1		
m0426	e33e8b6636c423c0a7bb6aea68306978	339	339	A0A7W0NYQ1	A0A7W0NYQ1	Nyl72	Nyl72	Acidimicrobiia bacterium	372	372	292	1		
m0427	e422c7b9aabe1a23f75d15bd35cf71a6	148	148	BBP47208.1;XP_036664376.1	BBP47208.1;XP_036664376.1	CPUTNase	CPUTNase	Candida parapsilosis	166	166	551	1	10	3.90.1300.10
m0428	e44d2abc0169b043201fff28f40feeb9	236	236	KZY99137.1	KZY99137.1	APET-32	APET-32	Oleibacter sp. HI0075	269	269	292	1		
m0429	e49911a7e5738e9056e9fb9c5a9aa7ae	40	40	BAA76305.1	BAA76305.1	PudA	PudA	Delftia acidovorans	46	46	548	1	23	3.40.50.1820
m0430	e4d76d3d7e6833a775f7b2770ac87c6b	322	322	A0A368EC02	A0A368EC02	Nyl34	Nyl34	SAR116 cluster bacterium	355	355	304	1		
m0431	e517914dc89db0a2eedf86b6f66bf60c	140	140;141	OP972511	OP972511;WBR49958.1	UMG-SP-3	UMG-SP-3	Environmental sample	157	157	439	2	10	3.90.1300.10
m0432	e525d1329e534ccfe83308865ef3fa06	416	416	MTK05241.1	MTK05241.1	ESM173	ESM173	Micromonospora sp. CP22	450	450	449	1		
m0433	e5571e8fd143e90bd5db0ca52ce67226	163	163	DAC80635.1	DAC80635.1	SM14est	SM14est	Streptomyces sp. SM14	185	185	284	1	1	3.40.50.1820
m0434	e56db99e4a0ff79df4c68a9972670396	225	225	WP_019629726.1	WP_019629726.1	APET-15	APET-15	Actinomadura atramentaria	258	258	285	1		
m0435	e58fe1dc5273be59865137941bcdaa35	447	447	CAA26616.1	CAA26616.1	NylB'	NylB'	Paenarthrobacter ureafaciens	482	482	392	1		
m0436	e5a559b306f8a40b94d6844216b41307	181	181	WP_041846030;WP_041846030.1	WP_041846030;WP_041846030.1	Est11_32	Est11_32	Caldibacillus thermoamylovorans	211	211	256	1	37	3.40.50.1820
m0437	e65e54bed8b506d0ddf1f5164bf29425	24	24	ADV92526.1;E9LVH8	ADV92526.1;E9LVH8	Thc_Cut1	Thc_Cut1	Thermobifida cellulosilytica	28	28	262	1	1	3.40.50.1820
m0438	e6c1800b97f5f0184a1dd73540deb95a	152	152	SAY37583.1	SAY37583.1	PHL-3	PHL-3	Compost metagenome	173	173	259	1	1	3.40.50.1820
m0439	e6c65f28982cd50933de3173d5a6959d	359	359	WP_161104454.1	WP_161104454.1	DP054	DP054	Actinomadura rayongensis	392	392	295	1		
m0440	e6cfd2897ec399a6f1d3ec1c6a98cdb7	34	34	WP_039353427.1	WP_039353427.1	PET30	PET30	Kaistella jeonii	39	39	366	1	1	3.40.50.1820
m0441	e7456e8fab716e570d81b4e7665698f5	266	266	WP_075737041.1	WP_075737041.1	1496	1496	Streptomyces acidiscabies	299	299	304	1		
m0442	e7d1a404d6aeb48e1849f68fefcf018f	301	301	WP_067035690.1	WP_067035690.1	1876	1876	Streptomyces dysideae	334	334	423	1		
m0443	e8b2c742a4aaae248ea974667fac5dd6	205	205			dsPETase01	dsPETase01		236	236	287	1		
m0444	e9d33ca1cec72c417998b92e1bde3263	114	114	UFE15761.1	UFE15761.1	Lcp2	Lcp2	Microtetraspora sp. AC03309	130	130	409	1		
m0445	ea7a24d47eff2487f1491b3ad67cce64	81	81	BAN42606.1;A0A060N5H2	BAN42606.1;A0A060N5H2	CmCut	CmCut	Filobasidium magnum	97	97	226	1	2	3.40.50.1820
m0446	eaea73ed1586531b0f860ec8e714f64e	477	477	BAA19791.1	BAA19791.1	PhaZcac	PhaZcac				494	1		
m0447	eb083b03c764314dd374fe8c25f98488	119	119			211	211		136	136	272	1		
m0448	eba0373101b5f637e985de667b0b86e7	425	425	GGO06455.1	GGO06455.1	TEP061	TEP061	Microbispora rosea subsp. aerata	459	459	296	1		
m0449	ebab773a50031e4f18dfa532f93c9379	246	246	WP_088988822.1	WP_088988822.1	1621	1621	Micromonospora chokoriensis	279	279	465	1		
m0450	ebd22bc012fd6e181f43bc728b85dc79	49	49	WP_012476895.1;Q79F77.1	WP_012476895.1;Q79F77.1	NylC	NylC	Paenarthrobacter ureafaciens	61	61	355	1	9	3.60.70.12
m0451	ec1108b84e036f58c2b72e2c1fcd594e	445	445	WP_143447025.1	WP_143447025.1	KaPETase	KaPETase	Kibdelosporangium aridum	480	480	286	1		
m0452	ec89fcce3f831d4efa72c84c4ac889ee	48	48	CAA24927.1;P07061.1	CAA24927.1;P07061.1	NylB	NylB	Paenarthrobacter ureafaciens	60	60	392	1	42	3.40.710.10
m0453	ece8f45d57141ab0f29280d76fc2a9b7	280	280	WP_116813002.1	WP_116813002.1	247	247	Steroidobacter cummioxidans	313	313	288	1		
m0454	ee0092b4288da1c69a59e16f2b702cdf	35	35	ACC95208.1	ACC95208.1	PET2	PET2	Metagenome-derived with  no obvious affiliation	40	40	308	1	1	3.40.50.1820
m0455	ee65196da3cdd70d808c0f9ce2241ace	414	414	WP_091317053.1	WP_091317053.1	ESM167	ESM167	Amycolatopsis tolypomycina	448	448	309	1		
m0456	ee6b0a11b080383c4383a93312d4003e	325	325	A0A3M1X2K7	A0A3M1X2K7	Nyl40	Nyl40	Deltaproteobacteria bacterium	358	358	322	1		
m0457	ee81132e0d2e864d7ce91cabcdfc1cf4	326	326	A0A432H965	A0A432H965	Nyl44	Nyl44	Deltaproteobacteria bacterium	359	359	326	1		
m0458	eeae01ba76427bc51c141cb43ccba7fd	243	243	WP_116180173.1	WP_116180173.1	Kubu-P	Kubu-P	Kutzneria buriramensis	276	276	288	1		
m0459	ef08656ab980fbd8c17fe79b6060a681	132	132	SJZ42839.1;WP_078759821.1	SJZ42839.1;WP_078759821.1	606	606	Marinactinospora thermotolerans	149	149	311	1	1	3.40.50.1820
m0460	ef202661c7e74e69a79dbd3c290e1b5b	333	333	A0A6I1QW75	A0A6I1QW75	Nyl60	Nyl60	Dehalococcoidia bacterium	366	366	325	1		
m0461	f00445f8b289d0164aff442192f24187	304	304	WP_103939557.1	WP_103939557.1	PC3	PC3	Thermomonospora echinospora	337	337	292	1		
m0462	f0c7dd480618fe5d7346e71180cd108d	419	419	WP_164449727.1	WP_164449727.1	TEP010	TEP010	Verrucosispora sioxanthis	453	453	432	1		
m0463	f0ef5b5426c1171b0f229df593d4d810	464	464	P20261.3	P20261.3	Lip1; Lip5	Lip1; Lip5	Diutina (Candida) rugosa	499	499	549	1	23	3.40.50.1820
m0464	f21de0ea2dcb603946ac9638d3076b59	103	103	AKZ20828.1	AKZ20828.1	Cbotu_EstA	Cbotu_EstA	Clostridium botulinum	120	120	452	1	25	3.40.50.1820
m0465	f2230dff660f44612d863d5256b21d66	395	395	WP_084261341.1	WP_084261341.1	ESM080	ESM080	Micromonospora rifamycinica	428	428	473	1		
m0466	f246639aef84a3e6be3c89eac9b2dfbf	276	276	WP_112669767.1	WP_112669767.1	1620	1620	Micromonospora saelicesensis	309	309	461	1		
m0467	f2a58e1db1245fbca5aba50020c17682	410	410	WP_203812622.1	WP_203812622.1	ESM156	ESM156	Paractinoplanes tereljensis	444	444	293	1		
m0468	f2e235a71b5ce3ac861bb6b70e9c8fef	389	389	MBF9135495.1	MBF9135495.1	ESM061	ESM061	Plantactinospora alkalitolerans	422	422	346	1		
m0469	f3019f8a82e15ef9ac9ed61f6a611c97	86	86	WP_011616504.1;Q0K4D5	WP_011616504.1;Q0K4D5	PhaZ3	PhaZ3	Cupriavidus necator	102	102	412	1	3	3.40.50.1820
m0470	f382d762cf0b0bafd3934f5417accc62	232	232	WP_203847453.1	WP_203847453.1	APET-26	APET-26	Dactylosporangium siamense	265	265	268	1		
m0471	f50fd2a3843ce155233b360ab9cded21	374	374	WP_167521412.1	WP_167521412.1	ESM010	ESM010	Microbispora sp. (multispecies)	407	407	475	1		
m0472	f5ac2c525370f659e6c1b4fc71e16ce1	155	155	SAY37589;SAY37589.1	SAY37589;SAY37589.1	PHL-6	PHL-6	Compost metagenome	176	176	257	1	1	3.40.50.1820
m0473	f768e32a79d0b17b006886911c31b36d	208	208	WID88783;WID88783.1	WID88783;WID88783.1	Dkca1	Dkca1	Dietzia kunjamensis	240	240	462	1	23	3.40.50.1820
m0474	f78eb617d08e5260c3365650f70fcad8	439	439	WP_233604767.1	WP_233604767.1	TEP165	TEP165	Micromonospora sp. HM5-17	474	474	442	1		
m0475	f7e864f6573eccaba6017448237af700	78	78	XP_001817153.1;P52956.1	XP_001817153.1;P52956.1	CutL1	CutL1	Aspergillus oryzae	94	94	213	1	2	3.40.50.1820
m0476	f85c8564f510148807a599ea6a5cf433	283	283	WP_123685830.1	WP_123685830.1	414	414	Amycolatopsis bacterium	316	316	289	1		
m0477	f972c4fe64b984d09a783a3fcdfb3199	91	91	WP_011615575.1;Q0K9H3.1	WP_011615575.1;Q0K9H3.1	PhaY1(PhaZ2)	PhaY1(PhaZ2)	Cupriavidus necator	107	107	718	1	28	3.40.50.1820
m0478	faf6984f2f1464301a6db7313145d9f3	342	342	WP_014810472.1	WP_014810472.1	Nyl82	Nyl82	Desulfomonile tiedjei	375	375	334	1		
m0479	fb2204e84d7a9a86df947cd20e179223	407	407	WP_199199185.1	WP_199199185.1	ESM139	ESM139	Amycolatopsis sp. CA-128772	441	441	339	1		
m0480	fb6cb498ca713c8ff665a94eeaeab29f	297	297	WP_086668955.1	WP_086668955.1	1475	1475	Lentzea kentuckyensis	330	330	375	1		
m0481	fbbad91070ae99aa6eed1595044335d5	288	288	WP_124770494.1	WP_124770494.1	1571	1571	Micromonospora inaquosa	321	321	329	1		
m0482	fbdf1fd8bb136bc1f27b76dfedecd095	393	393	WP_181548579.1	WP_181548579.1	ESM069	ESM069	Micromonospora saelicesensis	426	426	443	1		
m0483	fcafc8f695c58e71718b19c1a7c315ba	10	10	2FX5	2FX5	PE-H; B7O88_11480	PE-H; B7O88_11480	Halopseudomonas aestusnigri VGXO14	10	10	258	1	20	3.40.50.1820
m0484	fceeefb59ad5e778ca5e914e61d0c945	218	218	P00761.1	P00761.1	Trypsin	Trypsin	Sus scrofa	251	251	231	1		
m0485	fd6fe4eecb575bbb51d49f121a523532	237	237	SDZ16714.1	SDZ16714.1	Mipa-P	Mipa-P	Micromonospora pattaloongensis	270	270	294	1		
m0486	fe0739cd12d95ca737e594fe187ece7d	117	117			202	202		134	134	388	1		
m0487	fe08eef9c8f87d7d57af2914ff906b14	6	6	UUT36763;UUT36763.1	UUT36763;UUT36763.1	PLE629	PLE629	Marinobacter sp.	6	6	316	1	1	3.40.50.1820
m0488	fe1766a388c03c1e83be5dd8c749ba4b	177	177	WP_015255658;WP_015255658.1	WP_015255658;WP_015255658.1	Tcca	Tcca	Thermobacillus composti	207	207	508	1	23	3.40.50.1820
m0489	fe354046ad936ac3305fe124cc0c4bcc	305	305	WP_125313231.1	WP_125313231.1	PC4	PC4	Amycolatopsis eburnea	338	338	309	1		
m0490	fea43b060eb31c4f0bf3beb4b1f9e521	314	314	WP_075885500.1	WP_075885500.1	Nyl13	Nyl13	Faecalibaculum rodentium	347	347	324	1		
